693	In comparison, students will be given the same amount of work when assigned these projects. No one student will have to do more than the other, unless given a choice 
694	Student-designed projects may bring conflict to some who feel that they're doing more than another. This will only cause more stress on teachers and students who rather spend their time worrying about their own work. Students who may have had an older sibling in the same class tell them what to expect and then them receiving something completely different angers students. Students stick to the idea that everyone should get what others get, nothing different. If they receive something opposing their original belief, they will bring it to the teacher's attention almost immediately. The importance of teacher-designed projects is to inform the student not cause arguments. In addition, it will also limit the amount of work teachers have to put in. Teachers can then focus on what the main idea of the project is and assess each student based off of that. 
695	Summer assignments should not be seen as a waste of time, but something that helps the individual continue to educate, prepare, and reflect on their own learning. As a teenager in high school, the addition resources assigned are drastically helpful. They limit worry, stress, and over all forgetfulness. This is all given when the project is teacher-designed because it ensures that what is being done is beneficial for the upcoming year. Teachers keep in mind that it's not what one does with the work provided but what they make of it. The projects teachers create, test the capabilities of the individual and their ability to apply this knowledge. All in which is important for a successful student. 
696	As students grow older, they will be assigned an appropriate amount of responsibilities, such as schoolwork and projects; even some that are meant to be completed by the first day of school. Summer project can be intimidating to some students, however, summer projects are only meant to benefit the students. The benefits of summer projects include: the continuation of study and time management skills, as well as reading and writing. There is a simple solution that could be put in effect by the school officials and administration; allowing students to design their own projects based off a topic that peaks their interest. Allowing students to design their own projects will significantly increase the interest level and positive feedback that will be the deciding factor in whether or not the project is assigned the next year. The interest level and feedback received will be based off of the following: if students are given the opportunity to conduct research that they find intriguing, not what their teacher finds intriguing; their final project will be significantly better than if the project was teacher-designed. 
697	Discovering passions may be difficult at a young age, however, if students are given the opportunity to focus on a topic that they find passion in, it will create a well-done project. 
698	Passions could include: athletics, academics, or an extra curricular; such as music, band, or the arts. A student-designed project will let students study a topic that they are interested in. If students are interested in what they are studying or researching, then there is a increased chance of students truly enjoying the project. As mentioned about, a student-designed project will allow for a quality project. The more say students have regarding their schoolwork, the better the outcome of that work. Personally, when given the chance to chose the topic or project guideline, there is a much better result than when given a strict outline. Typically, summer projects appear to be a burden for some students, however, students will not see a project about their passions as a concern. 
699	Study skills, such as spacing out workdays and time management, are skills that students will continue to use as they further their education. Scheduling workdays is a simple way to reduce stress, and a way for students to not feel overwhelmed. Time management goes along with spacing out workdays because it will prevent students from cramming in the project the night before it is due. If students leave the project until the last minute, the result will not be pleasing and it would be a waste of an opportunity for students to find one of their true passions. Students will also be given the opportunity to learn the proper way to research their topic. This is yet another skill that students will use as they continue their education. Learning how to start researching and then learning what can be cut out is a challenging process that students can learn through the process of trial and error. Students will be able to take the research from various reliable resources, and develop their project, while learning an additional skill: project design. Designing a project so it is appealing to most and finding what is most convenient for you is important because it will allow future projects to be completed in an effective and efficient manner. 
700	allow students to get to know each other, work on public speaking and presentation skills, and will show students topics of interest. 
701	Projects that are controlled by the student will allow icebreaker activities to run smoothly. Icebreaker activities are typically included in the first day of school, and they allow students to get to know each other and their teacher. If every student came prepared to share their presentation, they they would not only learn something about their fellow classmates, but they would also get the chance to work on their public speaking and presentation skills. Public speaking may be one of the most relevant and commonly used skills as you enter higher education and the workforce, as it is something that is hard to avoid. The more it is practiced, the more comfortable people, in this case, student will get with it. Students can also use this project as a starting to point to see where they might what to take their future. Deciding classes for the next school year, or even thinking about a college major can be difficult and intimidating. However, if students know their passions and interests, then the process will seem significantly less worrisome. A way to reduce the stress on making decision such as classes or college, is to let students discover their interests through student-designed projects. 
702	If summer projects are fully designed by students, then students will be able to focus on their passions, improve their study skills, and share a topic that they find interesting. Revealing the topics that students find passion in will lead to a quality projects, a head start in determining courses and majors, and will serve as a way to learn necessary skills for college and the workforce. The more opportunities students are given to decide what they want to study or complete a project about will allow students to find those passions, such as sports, a specific class, or a certain type of art or drama. Student-designed project will also let students learn the skills that are most useful for them, for instance: time management or public speaking. Most importantly, students will be able to discover who they truly are through a project that they design.  
703	People say not everyone can do what some people can do. A person can be good at something while someone else is terrible at it. 
704	I disagree with this decision because you go to school to learn about what you need to know for the future. You don't go to school to learn about sports, or learn how to make yearbooks. You don't go to school to get pushed by someone about something you don't want to do. You should be able to have your own choice. 
705	You should especially join if you like to see ancient artifacts such as an old castle is Crete and even the Panama Canal. 
706	All in all, this new technology is very valuable in a classroom. It would durrastically change how kids learn and would make them way more interested than they currently are. Most kids do not learn the same, this technology could change that so each student can learn the way that best helps them. This application will help out teachers tremendously and could really improve passing rates! 
707	One simple, yet extremly effective way to reduce pollution is limiting the transportation methods we travel by. 
708	Limiting car and vehicle usage can reduce pollution, 
709	nearly eliminate accidents, and makes the road a safer place. 
710	"The usage of vehicles are a double-edged sword. They may get us to where we need to go with plenty of time to spare, but what are we really loosing because of it? What we are loosing is the environment and also our health. In Paris, the pollution rate almost reached a new record high, thus forcing the partial driving pan to clear the air of the global city. In the article, ""Paris bans driving due to smog"", its evident that cars hurt us in more ways then we realize. Buisnesses are suffering due to the lack of transportaion avaliable to delivery their services as seen in source number two, ""Delivery companies complained of lost revenue"". ""Congestion was down 60% in the capital of france after five-days of intesifying smog..."" The smog was so dense that Paris officials created a law making even-numbered license plates to leave there cars at home to reduce pollution. "
711	Despite the benefits that come along with transportation, there are more disadvanges then advantages. Pollution is the second largest source of America's emissions just behind power plants. Many sociologist have seen these statistics and have also noticed that American transportation usuage has slowly been declining since its peak in 2005. People are slowly but surely helping the cause in their own ways, whether its by delaying getting there license, limit there driving, or even car-pooling with friends. Limiting car and vehicle usage can reduce pollution, nearly eliminate accidents, and makes the road a safer place to be. 
712	Most people you know probably participate in some form of an extracurricular activity. Whether it be sports, a school club, theatre, or something else, almost all of us have participated in an extracurricular at some point in our lives. Extracurricular activities have many benefits, such as an opportunity to do something you enjoy, which will make you happier and help you relieve stress, and an opportunity to meet new people who share your interests. However, some people may argue that extracurricular activities take away time that they don't have, but there's a solution for that. 
713	I agree with the principle's decision to have everyone participate in an extracurricular activity because there are many benefits that come from participating in them. 
714	Extracurricular activities are a great way to do something you enjoy. 
715	There are many different things to do which means that there is something for everyone. Having the opportunity to be participating in something you enjoy will make you happier. It has been proven that when you're happier, you have lower stress levels. When asked, 9 out of 10 students said that they felt stressed by school often. An extracurricular activity is a great way to relieve some of that stress. By participating in something you enjoy and something you chose to do, you'll be able to improve your skills, which can give you a sense of accomplishment and happiness. These are just some of the benefits of an extracurricular activity. 
716	Extracurricular activities are also a great way to meet new people. 
717	There are people that come from all different backgrounds, that you may not have classes with at school, that may be in different grades, or that you may have never known without participating in an extracurricular activity. These new people will share the same interests as you which is a great way to be able to do things together and it gives you an opportunity to be able to learn from each other. By being in an extracurricular activity where you get to meet these new people, you'll have an opportunity to hang out with them on a regular basis when you may not have been able to do that any other time. These are just some of the other many benefits that an extracurricular activity can bring. 
718	There are some people who may argue against everyone having to participate in an extracurricular activity. They may say that they don't have the time to participate and if they do then they won't get their school work done. 
719	However, other people who participate in extracurricular activities get their work done on time which means that there are ways to do so. 
720	You also won't have that activity every single day which means that it won't inflict on your everyday life. If you're worried about not having time to get work done, you can focus really hard during your study hall period to get more work done, you can get up earlier in the mornings to get extra work done, and you can even do work on your way to or from the activity, or to and from school in the mornings and afternoons. 
721	You may also argue that there are no extracurricular activities that are offered that you want to participate in. 
722	However, there is such a wide variety of things to do at most schools that there is something everyone can enjoy. 
723	However if there isn't something you would want to participate in, most schools will help you create a new club that you can recruit people for and run with a teachers help. Even if people want to argue against this new rule, there are solutions to their complaints 
724	Overall, there are many benefits to participating in extracurricular activities. You get to do something you enjoy, you get to meet new people, you'll be happier, and although people may find ways to argue against the new requirements, the good outweighs the bad. There are plenty of options at most schools so that everyone can find something that they enjoy. There are plenty of different sports, there are debate clubs, the student council, yearbook committee, the school newspaper, theatre, and clubs for almost any interest someone may have. In conclusion, I agree fully with the principal's new decision and I believe that everyone should participate in some type of extracurricular as well. 
725	To maintain a healthy, active mind, many students are assigned an educational, summer-long project.  These assignments vary from science experiments to maintaining a reading log; anything that would keep kids busy on their summer-long vacation.  However, there is the question of if these summer assignments should be created by teachers or by the students themselves. 
726	To create the optimal educational experience, summer projects should be self-administered 
727	Providing students with the opportunity to take control of their own summer project makes the assignment more individualized. 
728	Compare the idea of assigning a summer project to the scenario of a student choosing their classes; they are much more likely be perform well in a subject of their interest than in a random class enforced upon them.  Relating this back to summer projects, students tend to better commit to a project that aligns with their interests.  Also, Students are more motivated when they have control over their decisions.  When people take a personal initiative towards what they do, they carry more pride and are more successful in their work.  Personalization of summer projects produce more meaningful experiences that serve as a solid foundation for education. 
729	As students are away from school for a long three months, there is no other person better than the students themselves to manage a personal project.  Teacher are not aware of the responsibilities or vacation plans of their students, so the expectations they would set might not be attainable for some students.  For example, a student would not be able to keep up with an at-home project if they were away for the majority of their summer.  Rather if they were to choose their own project, they could more easily manage how to carry out the project in consideration of their personal circumstance.  In general, students would be better at following their own judgment when creating and completing their own project.  Without any teachers to answer their questions over the summer, it is better for the students to be their own bosses.  
730	If students were to create their own parameters for a summer-long project, it would be easier to manage because the students would be more knowledgeable of the requirements than if the project were assigned by a teacher. 
731	Leaving a student to create and complete their own summer-long project would instill responsibility.  At an age of maturation, students need to learn how to be self-sufficient.  
732	The responsibility of a summer-long project is comparable to that which is handled in the regular education students go through the other three seasons of the year.  Students must learn to make decisions for themselves in school as they would have to for a summer project.  A self-assigned project teaches many of the qualities innate to being an functioning adult.  Many people must work by their own deadlines to make a living.  Without responsiblity, which is taught be self-assigned summer projects, people would not be able to hold jobs to pay bills.  The long vacation over summer is a oppertune time to hone personal skills necessary to getting by and thriving in life. 
733	Through a self-created project, students can best investigate their personal intersets by setting and managing their own goals while developing responsibility along the way.  When students can take it upon themselves to improve their education while on their summer break, they can find success and personal enrichment while still enjoying their vacation                                         
734	with the project being student designed it would be more creative for students. 
735	with the project being student designed it would be a lot of different ideas students can choose from 
736	Students will have a wide variety of options to choose from 
737	Freedom to expresss themselves 
738	their resources will be known. 
739	Back then when I was in 4th grade almost every other weekend my aunt would take my cousin,brother and I to this frozen yougurt place in Generic_City. The place was called frozen frog or something like that and we would just try all of the flavors when we got a chance it was amazing but we only could fill up the cup plus the toppings that we wanted,so we went ahead and made our choices and we said we would try something new the next time we went to that shop. Just like students we had the choice to do what we wanted to pick and get it done without someone else telling me to do what they wanted us to do. 
740	When I first started playing Mortal Kombat 11. I was so excited to try out all the new and old characters and see what new things they can do. I told myself I want to try and use different characters than the ones I use constantly. So I do so and realize that I never really play with Generic_Name or Generic_Name for some reason but then when I tried using them in a real fight it never really worked out. So I had convinced myself that it was all because I never learned their moves but then something hit me it wasn't that i haven't mastered their moves in such a small amont of time it was because their moves were just the same as Mortal Kombat X and I am not really good at working with close ranged fighters. My specialty was at fighting with those who can attack at any distance. Zoners were my best bet at winning any match. Also like students allowing people to see their limits can help others know what they are good at and what they aren't and they won't feel troubled because of a few minor things that were out of their control stop them from doing their job. 
741	Truthfully it is just another way to tell someone no to doing this or that or it is a continuation of limiting people on their creativity. Back in 6th grade most people had a problem with the art tecaher because she had such strict rules in a way it was either her way or the highway. No one could really understand why she had us doing things this way or that way. With that being said everyone was hoping that one day she would actually miss a day and one day she called out but then I looked around me everyone was having a fun time because they could express themselves through their art. All students need to be able to express themselves without having someone telling them that they are doing things wrong. 
742	some people might say that is not true and if we allow students to do whatever they feel like doing then how are we suppose to make them do anything educational and how do you think it is going to help them in life. 
743	Allow studnets to have freedom in their life without having to be forced to do things,Students will have a wide variety of options and their limits are know through their experiences.    
744	In 1973, the first handheld cell phone was made. 23 years later, the first ever flip phone was introduced to the public. Cell phones have come a long way since they were first invented, and today people rely on them for more than just communication. Smartphones. For instance, can do anything you can imagine, and we rely on them so much there's no telling where we would be without them. In fact, people use their cell phones practically 24/7. People text on the toilet, stream music in the shower, and unfortunately, use their phones while driving. This is probably the worst thing about cell phones. Phone related car crashes are one of the most common causes of fatalities in teens and adults. 1.6 million crashes a year are the result of people using their phones while driving. 
745	No one, not even the most skilled driver in the world should be able to use a cell phone in any way while driving.  
746	It's not always easy to control a vehicle. Weather conditions, traffic, and other people make driving very difficult sometimes. If you add the distraction of a cell phone, driving is 10 times more difficult to focus on. 
747	You've probably seen someone text and drive. In the few seconds they take to glance away from the road and at their phones, a car crash could happen. It only takes one second for your car to swerve into the other lane. Phones should never be used while driving for many reasons, and the main reason being that it is extremely dangerous. Texting and driving makes you 23% more likely to get in an accident. It's so much smarter to wait until you've reached your destination to use your phone. If you can't wait, you can pull over on the side of the road. If not, you could greatly risk your life. 
748	Another important reason why operating a phone while driving should be prohibited involves other drivers as well as passengers that may ride in your car. 
749	Lastly, in some states, using your phone while driving is illegal and can cost you a lot of money 
750	In georgia, for instance, holding a cellphone while not parked, or even pressing one button on a phone can get you a ticket. With each offense, the fines get larger. It's not worth paying a large ticket to send a short text message. Additionally, if someone dies in a car crash because of your actions, such as texting and driving, you could be charged with vehicular manslaughter and go to jail for up to 20 years. Texting and driving tickets, if shown on a police report for a wreck you are responsible for, will greatly increase your insurance rates, making your life a lot harder than it was before you decided to text and drive. Unless you have a money tree in your backyard and don't mind ridiculous insurance for the rest of your life, its best to wait until you get home to use your phone. 
751	In conclusion, it's hard to imagine why anyone would think using a phone while driving is a good idea. Nothing good can come from texting or talking on the phone behind the wheel. The best decision anyone can make is to completely forget about their phones while driving and focus on the road. You risk so many things by using your phone while operating a vehicle.. You risk your life, your friends life, strangers lives, and even the money in your pocket. The only exception to being on a phone while driving should be to report an emergency. Otherwise, the use of a cell phone is risky and should be completely banned all over the world. Statistics alone should be enough to open people's eyes to the dangers of using their phone in the car. Phones are distracting and without a doubt should not be used while operating a vehicle. 
752	hen we get home we don't do anything and kids are lazy nowadays. We either take a nap, eat, watch YouTube, or play video games. 
753	If your not interested in sports you could do other afters school activities like  Book club  Yearbook club  Dance club  Cooking club  Computer club  Student council  Engineering club  You could do those clubs in stead of playing sports 
754	"The implications of technology that can detect emotions simply by reading the muscles in the face sound truly remarkable. The thought that one can tell what another is thinking simply by plugging data or maybe even a picture into an algorithm sounds like fiction, but may soon be a reality. The article, ""Making Mona Lisa Smile"" by Nick D'Alto briefly discusses the possible use of such technology in a classroom. The system could examine student's faces, and if they read to be unengaged or uninterested, could adjust the lesson to make learning more interesting to that group of students. That type of technology could revolutionize learning, and customly tailor lesson plans to the feelings of students on any given day. "
755	The technology to read emotions would greatly change the way students learn. If a teacher used this technology and noticed that all of his students were bored and uninterested, he could alter the lesson plan to make it more fun 
756	Not all students will feel the same, though, which is also where this technology could come in. At the beginning of a school year, perhaps, the teacher could use the technology on the class to see how they feel about the particular subject. Then, the students who are excited about the subject and show interest could be sorted into a class that can be run in a way that makes the class educationally suitable for students who actually want to learn that subject. The students that do not show as much interest, or none at all, could be sorted into a seperate class that makes the subject more fun, but still teaches the same points as the other class. 
757	Another application of such technology in the classroom could help to make learning overall more fun for all students 
758	If many students start to become bored, then the teacher could come up with a quick game to enrich the learning experience. If many of the students are already interested with the subject matter, the teacher may not have to do as much adjusting. If the students need to be enriched with games and activities, now the teacher will immeditely know. This could overall make learning a lot more fun, but introducing more games and activities into the curriculum as see fit. If the students want to play knowledge enriching games, they can just show disinterest, and the system would pick that up and inform the teacher. The technology to read student's emotions in the classroom as a very basic level could make learning more fun and personal to the student. 
759	Reading students emotions would also be helpful to identify those students who are struggling to focus or simply understand the material being presented to them in class 
760	If a student shows confusion or discontent, it may be able to pick that up and show the teacher specific students that need help. The teacher could take the student aside and ask if they need help, and then adjust their learning accordingly. Another way this technology could help struggling students is to set them up with tutors that are doing well in the class. If a student is excited to learn consistantly during that class period, they could be sat next to a struggling student in order for the one not doing as well to recieve help from a peer. The ability to read emotions in the classroom would help students who are struggling tremendously. 
761	Adjusting lesson plans, making learning more fun, and helping struggling students are three of the main reasons in which emotion-reading teachnology would be amazing to introduce into the classroom. The students would control the class, not the teacher, and it would make the learning experience more customized to each particular class. As well, it would allow for more interesting games and activities to be introduced into the curriculum in order to keep learning entertaining and entriching. Students who struggle with particular subjects would be able to recieve help using the technology, and the teacher would not have to guess which students are struggling only based on grades. The technology of emotion-reading should be applied to all classrooms when it becomes widely available, because it could help both teachers and students improve the learning environment. 
762	"On paragraph twelve, Garvin say that,"" It reminds me most of Middle Butte in the Snake River Plain of Idaho,that's a lava dome that takes the form of an isolated mesa about the same height as the Face on Mars. "
763	Around the world, people are going around side by side, without depending on cars like they use to back a couple years ago. Improvements shown in places like Paris, shows how the limiting of automobile usage can greatly impact the envrionment to create a clean atmosphere. Not only would it help clear smog, but it would allow a stress free city from being populated by traffic jams and yelling individuals, who are experiencing road rage thanks to the taffic. A happier environment would be created when people are out rding bikes to places and walking with friends. In cocnclusion, the benifits of limiting car usage are as clear as water, it would reduce smog, promote other forms of transprtation, and would help our culture by creating a happier, cleaner atmosphere to live in.    
764	Venus is a challenge to get to with its hot surface, with its thick atmosphere, and atmospheric pressure. But scientists and astronomers are facinated by Venus, because they believe it had oceans and could have supported various forms of life. 
765	While it is important for a young adolescent to become involved in some form of an extracurricular, to make something of the such mandatory is unneeded and inconvenient for many. 
766	Taking part in a extra activities requires many resources which some people can't afford or simply don't have. 
767	For those who are on the free or reduced lunch plan, it's even more likely that they wont be able to place their child into an extracurricular due to costs. Activities such as sports, dance, theater, and clubs cost money, something many don't have much of. Whether it's to simply enroll your child in the sport, to pay for dance shoes, or to buy supplies it always comes down to some sort of price. Even if a family is not struggling with funding, many see it as unnecessary to spend money on something their child truly doesn't wish to participate in. 
768	When students are forced to spend their free time at a practice or rehearsal, this creates conflict within the household dynamic. 
769	Without the children there to watch after their younger siblings or to perform everyday chores such as cleaning up after the house or tending to a farm if the student were to live in the more rural areas, it causes the family to have to search for daycare or hire an extra hand which is not only costly but also stressful. 
770	Many parents or legal guardians travel and work for several hours, often getting home late. If children are at extracurricular while their parents work, this means there is no one who is available to pick them up or provide transportation to such activity or back home. While carpooling or busing may be an option in specific areas, this does not apply to students who do not have access to said buses or who live in extremely rural areas, further from the school or activity site. 
771	The decision to devote ones time, money, and effort to such a consuming thing should be a personal and willing choice. 
772	Becoming apart of an extracurricular activity should be a free willing, and personal choice that fits for both students and their families. This should revolve around the students wishes and not those of someone who does not know each child's personal situation. Forcing one into something they did not choose for themselves has very few positive effects and is bound to do more harm than good for each individual and their families. Enlisting each and every child into activities outside of school causes too many conflicts with time, money, transportation, and a student's overall well being. Although it's encouraged to participate in an extracurricular, it should not be made mandatory for students. 
773	students should be able to design their own projects. Its not only their summer but their time with family. It could help bonding with not only family but with some new friends, and it could make summer a lot more fun. And also improve creativity as all students want to let their minds free when making a project. They want to see how much they could get out of something so making students design their projects is the best way to go. Let their mind flow and enjoy not only their project but summer as well.  
774	Through the school year students are required complete many learning based projects that are designed and instructed by teachers, but as the school year ends many teachers fear that students may lose the knowledge gained over the year during summer break. To prevent this from happening many schools require summer projects that reinforce knowledge learned during the school year 
775	Many people argue if a teacher or student designed projects are more effective to help retain knowledge, but student designed projects are believed to be more effective. 
776	When a summer project is designed by a student it gives students a chance not only learn while completing the project, but to learn while making it 
777	During summer many students have the desire to quickly complete the assignment a teacher has assigned, by doing the bare minimum, but if the project was designed by the student themselves it would give them the opportunity to learn while both making and completing the project. When you develop a project, a lot of research is need to be conducted, this gives students an opportunity to absorb more information, then if they were just completing a project. 
778	Designing a project also gives students knowledge in the topic their project is on, as well as skills on how to make projects and other important research based skills that are not focused on in school, but are necessary in higher level education.  
779	Not only do student designed projects give students an extra opportunity to learn, but it also provides students with a sense of real world experiences that enhance learning, and general skills. 
780	After high school graduation many colleges and universities require that students conduct research projects designed by themselves, in order to receive a degree. This may be very difficult for students coming from an environment were teachers design everything, but a student developed projects in school would give kids an experiences in this situation helping them latter in life, and making college projects easier to complete. Also, in many work environments employees are left on their own to complete tasks and projects, and an experience in designing your own project during school years would help people develop necessary skills for an post- graduation career, as well as high school or college jobs. This experience would also gives students something to put under leadership on a college application.  
781	Another essential impact of allowing students to design their own projects during summer, is that this allows students to develop a senses of freedom that is locked up during the long school year 
782	Throughout the school year teachers provide projects that are essential for learning the content, but prevents students form using there creativity and expanding on their freedom to think in different ways. During the summer if students were allowed to develop their own projects they would feel more free, this would allow them to experiment with different ideas and concepts, this also would allow them to figure out which way they learn best. While being away from an instructor such as a teacher, kids could use their own ideas to create a project, that is not influenced by others, and this would show schools and teacher how much a student truly understands not just the knowledge that a teacher is forcing upon them. A sense of freedom is also important for preparing students for their next step in life, whether it is a higher education level, or a career, because, it is important students get an experience learning by themselves. 
783	Many people may argue that teacher designed projects are the most educational and effective way to help students retain their knowledge, because they are made by experts in the subject, and are designed by adults, or that allowing students to develop their own projects is a waste of time, 
784	Life for many people in Vauban is great because its the relief of no polution, the crashes and killings of pedestrians decreased greatly and just all in all less money wasted on gas.  
785	This being said cars help greatly reduce the gas fumes in greenhouses when they are banned and not being used 
786	This banned vehicles and helped reduce smog. 
787	Schools are places where kids end up spending the majority of their childhood in. Most kids end up disliking school for one reason or another, while others might love school. To have the ability to know how a child is feeling and map their patters can become useful in more ways than one. 
788	The use of reading a students emotions is valuable in many ways 
789	helping with possible depression 
790	enhancing the material 
791	creating a better enviroment. 
792	"School can be a stressful time for many students and also a time of growth. Especially in high school and even middle school, the childs body is going through puberty. This chemical change in the body can lead to mood swings and other issues especially when school stress is added on top. This technology is capable of indicating ""...the difference between a genuine smile and a forced one""(paragraph 7). "
793	With the aid of this technology the school can help students before they develope mental illnesses like depression that often go unseen due to hiding true emotion. 
794	"Also, in many schools students usually find the learning material to be sub par or boring in many cases. However with the aid of this technology ""a classroom computer could recognize when a student is becoming confused or bored"" (paragraph 6). If a teacher was able to pin point when exactly a lesson becomes boring it would majorly help with being able to reconstruct it as well "
795	For difficult classes being able to know when the students are lost would help significantly in increasing the understanding of the material as teachers will be able to know exactly what the students dont understand, and thus be able to help them achieve better grades.  
796	Being able to understand students emotions in a learning enviroment can also help with improving the school overall. 
797	"SInce the technology would be able to understand the basic emotions like ""...happiness, surprise, anger, disgust, fear, and sadness"" (paragraph 3), this can give a school tons of feedback on how to improve. For example, with negative emotions, a school would be able to improve its cafeteria food quality from knowing what foods are highly unpopular, and as a result save food from wasting. Or during school events, even though the event might be a success knowing how each of the students felt about the event would help with improving it for next year. The addition of this technology would allow a school to be the best the possibly could.  "
798	The addition of this facial technology can be quite revolutionary in a school setting. As students often dont share their true feelings, issues can be confronted and the students mentality can be improved. Also a better, and positive learning enviroment can be created. The ability to remove student confusion and make learning interesting would go a long way in helping not only the students grow and move forward positivly, but also the school as a whole. 
799	Attending after school clubs and activities can give you a place where people with similar interests and hobbies all come together. 
800	After school clubs can be a safe space where you and your friends get together to do something you all enjoy, and you could make new friends along the way. Being in a club can provide a safe space, and the people there often share your interests. 
801	Activities like these can make you an all rounded person while also giving you a break from school.  
802	Activities from football to Rubiks cube club can create a safe space for the people on the team or in the club. 
803	"What do I mean by ""safe space?""  A safe space is where people can share how they feel, and why they feel that way. An example could be if you're on a football team your teammates become your friends and that gives you a whole community of people who care about you. It doesn't even have to be a team it could even be a group that likes horses, but they still have something in common to bond over. Teammates also tend to build you up, and give a boost in confidence which can help you be a stronger person. Did you know that having fun with your friends and participating in the activities you enjoy can even help you get into college? "
804	I think that having students participate in an extracurricular activities could very beneficial for many different aspects of their development, such as social, emotional, and in some cases even physical. 
805	Students have a lot on their plates between school, homework, and studying, sometimes it's good to take a break 
806	What better way to relax then do something you enjoy with other people that enjoy it as well. Playing a sport after school can help you create close friends and teammates. When you think about stress reliving one of things you might think of is one of your favorite things to do with some of your friends. Well guess what, you just explained what a club is. In that portion of your day you don't have to worry about acing that test all you have to think about is swishing that three or winning that chess match.  
807	That's why I think that having everyone participate in a club or sport could be very beneficial for these reasons, and I think it's a great addition to our school systems.   
808	Ding, ding, ding. Thats the sound of a school bell at the end of the day. Over 500 kids rushing to their bus, but not one of them is staying after school. It's not that schools don't have after school it's that students just don't care or they don't know what's out there. In all my years of going to school I have all ways participated in after school activities, and every single one of them has helped me in some way, and that's why I think that students should participate in them 
809	Students should be required to participate in sports, working on year book, or serving on student council 
810	Students that play sports have to maintain their grades when they'er off the field in order to play on the field. 
811	"This helps them to have a ""C"" or higher and they can apply what they learn on the field to when they'er off the field. A student in my class is always asking for his absent work because he has to leave early for one of his games. This student doesn't play just one sport but 3. So when he comes back the next day he has to make up all of his work if he wants to stay on the team. An example of applying what student learn on the field to off the field is my friend that plays football. He said to me ""I could never make a touch down if some one wasn't covering my blind side"",then he said, ""It's not about if  I win because  I would have never maid it if there was no one on the team to cover me."" Then the next day at his game he maid sure that the crowds were celebrating him and the team when they won. "
812	Year book gives students a chance to interact with other students by giving new students a chance to make friends, and it helps them find other students they can relate to. 
813	In the 6th grade I was going to a new school, that I new nothing about and then club sign ups came, and I decided to sign up for year book. when I started out they gave me a camera and told me what kind of pictures they were looking for. When I went around the school and asked students if I could take their picture they were nice about it and said sure. Out of the 25 people I asked to take their picture 17 of them asked me if I wanted to be friends, and I said yes. Also the people in the year book club were new to the school just like me we talked about how we came to a new school and none of are friends came with us. Year book helped me find friends and find people who understood what I was going trough.  
